term_status,section,title,instructor,schedule,term
26SOpen,ACCT 6331.5w1,Cost Accounting with Integrated Data Analytics  (3 Semester Credit Hours),Surya Janakiraman,Wednesday 7:00pm - 9:45pm No Meeting Room,26s
26SFull,ACCT 6332.501,Intermediate Financial Accounting II  (3 Semester Credit Hours),Kathy Zolton,Monday 7:00pm - 9:45pm JSOM 2.902,26s
26SOpen,ACCT 6333.0w1,Advanced Financial Reporting  (3 Semester Credit Hours),Kathy Zolton,Tuesday 4:00pm - 6:45pm No Meeting Room,26s
26SOpen,ACCT 6334.0w1,Auditing  (3 Semester Credit Hours),Matthew Paske,Monday 4:00pm - 6:45pm No Meeting Room,26s
26SFull,ACCT 6335.0w1,Ethics for Professional Accountants  (3 Semester Credit Hours),Tiffany Bortz,No Meeting Room,26s
26SOpen,ACCT 6336.001,Information Technology Audit and Risk Management  (3 Semester Credit Hours),Joseph Mauriello,Thursday 4:00pm - 6:45pm JSOM 1.212,26s
26SOpen,ACCT 6338.0w1,Accounting Systems Configuration and Visualization  (3 Semester Credit Hours),Mary Beth Goodrich,No Meeting Room,26s
26SFull,ACCT 6340.001,System Analysis and Project Management  (3 Semester Credit Hours),K. Srikanth,Monday 4:00pm - 6:45pm JSOM 11.210,26s
26SOpen,ACCT 6340.002,System Analysis and Project Management  (3 Semester Credit Hours),Jeffrey Baker,Wednesday 1:00pm - 3:45pm JSOM 11.206,26s
26SFull,ACCT 6340.0w1,System Analysis and Project Management  (3 Semester Credit Hours),Srinivasan Raghunathan,No Meeting Room,26s
26SOpen,ACCT 6344.0w1,Financial Statement Analysis  (3 Semester Credit Hours),Umit Gurun,No Meeting Room,26s
26SOpen,ACCT 6349.0w1,Managing Digital Strategy  (3 Semester Credit Hours),Sumit Majumdar,No Meeting Room,26s
26SOpen,ACCT 6350.501,Fundamentals of Taxation I  (3 Semester Credit Hours),Julia Lagun,Tuesday 7:00pm - 9:45pm JSOM 2.902,26s
26SOpen,ACCT 6353.501,Fundamentals of Taxation II  (3 Semester Credit Hours),David Nachman,Wednesday 7:00pm - 9:45pm JSOM 2.904,26s
26SOpen,ACCT 6356.501,Tax Research  (3 Semester Credit Hours),Sandy Frost,Monday 7:00pm - 9:45pm JSOM 2.904,26s
26SOpen,ACCT 6374.501,Advanced Data Analytics and AI for Accountants and Auditors  (3 Semester Credit Hours),Matthew Paske,Thursday 7:00pm - 9:45pm JSOM 1.107,26s
26SOpen,ACCT 6380.501,Internal Audit  (3 Semester Credit Hours),Joseph Mauriello,Wednesday 7:00pm - 9:45pm JSOM 2.107,26s
26SOpen,ACCT 7314.001,Research on Financial Reporting and Corporate Disclosures  (3 Semester Credit Hours),Ashiq Ali,Wednesday 10:00am - 12:45pm JSOM 14.501,26s
26UOpen,ACCT 6202.0w1,Accounting for Managerial Decision Making and Control  (2 Semester Credit Hours),Surya Janakiraman,No Meeting Room,26u
26UOpen,ACCT 6301.5u1,Financial Accounting  (3 Semester Credit Hours),Gregory Ballew,Wednesday 6:00pm - 9:45pm JSOM 2.714,26u
26UOpen,ACCT 6305.0w1,Accounting for Managers  (3 Semester Credit Hours),Surya Janakiraman,No Meeting Room,26u
26UOpen,ACCT 6313.5u1,Cybersecurity Fundamentals  (3 Semester Credit Hours),Tejas Shroff,Tuesday 6:00pm - 9:45pm JSOM 2.717,26u
26UOpen,ACCT 6330.0w1,Intermediate Financial Accounting I  (3 Semester Credit Hours),William Cready,No Meeting Room,26u
26UOpen,ACCT 6331.5w1,Cost Accounting with Integrated Data Analytics  (3 Semester Credit Hours),Surya Janakiraman,Tuesday 6:00pm - 9:45pm No Meeting Room,26u
26UOpen,ACCT 6340.0w1,System Analysis and Project Management  (3 Semester Credit Hours),Srinivasan Raghunathan,No Meeting Room,26u
26UOpen,ACCT 6341.0w1,Planning  Control and Performance Evaluation  (3 Semester Credit Hours),Mary Beth Goodrich,No Meeting Room,26u
26UOpen,ACCT 6344.0w1,Financial Statement Analysis  (3 Semester Credit Hours),Umit Gurun,No Meeting Room,26u
26UOpen,ACCT 6367.5u1,Multijurisdictional Taxation  (3 Semester Credit Hours),Sandy Frost,Monday 6:00pm - 9:45pm SOM 1.102,26u
26UOpen,ACCT 6374.5u1,Advanced Data Analytics and AI for Accountants and Auditors  (3 Semester Credit Hours),Matthew Paske,Thursday 6:00pm - 10:00pm SOM 1.102,26u
26UOpen,ACCT 6377.5u1,Corporate Governance  (3 Semester Credit Hours),Gregory Ballew,Tuesday 6:00pm - 9:45pm JSOM 1.107,26u
26UOpen,ACCT 6384.5u1,Analytical Reviews Using Audit Software  (3 Semester Credit Hours),Timothy Truong,Monday 6:00pm - 9:45pm JSOM 2.107,26u
26UFull,ACCT 6392.5u1,Advanced Auditing  (3 Semester Credit Hours),Christopher Hes,Wednesday 6:00pm - 9:45pm JSOM 1.217,26u
26FOpen,ACCT 6202.0w1,Accounting for Managerial Decision Making and Control  (2 Semester Credit Hours),Surya Janakiraman,No Meeting Room,26f
26FOpen,ACCT 6292.091,Professional Accounting - Audit  (2 Semester Credit Hours),-Staff-,Monday & Wednesday 1:00pm - 2:50pm JSOM 1.107,26f
26FOpen,ACCT 6301.001,Financial Accounting  (3 Semester Credit Hours),Ningzhong Li,Wednesday 10:00am - 12:45pm JSOM 2.106,26f
26FOpen,ACCT 6301.0w1,Financial Accounting  (3 Semester Credit Hours),Ashiq Ali,No Meeting Room,26f
26FOpen,ACCT 6301.501,Financial Accounting  (3 Semester Credit Hours),Ningzhong Li,Tuesday 7:00pm - 9:45pm JSOM 2.717,26f
26FOpen,ACCT 6305.501,Accounting for Managers  (3 Semester Credit Hours),Ningzhong Li,Wednesday 7:00pm - 9:45pm JSOM 11.202,26f
26FOpen,ACCT 6309.001,Business Data Warehousing  (3 Semester Credit Hours),Atanu Lahiri,Friday 4:00pm - 6:45pm SOM 1.102,26f
26FOpen,ACCT 6309.0w1,Business Data Warehousing  (3 Semester Credit Hours),Naser Islam,No Meeting Room,26f
26FOpen,ACCT 6313.001,Cybersecurity Fundamentals  (3 Semester Credit Hours),Atanu Lahiri,Monday 4:00pm - 6:45pm JSOM 1.110,26f
26FOpen,ACCT 6313.501,Cybersecurity Fundamentals  (3 Semester Credit Hours),Atanu Lahiri,Monday 7:00pm - 9:45pm JSOM 1.110,26f
26FOpen,ACCT 6320.0w1,Database Foundations  (3 Semester Credit Hours),Huseyin Cavusoglu,No Meeting Room,26f
26FOpen,ACCT 6330.501,Intermediate Financial Accounting I  (3 Semester Credit Hours),William Cready,Thursday 7:00pm - 9:45pm JSOM 1.217,26f
26FOpen,ACCT 6331.501,Cost Accounting with Integrated Data Analytics  (3 Semester Credit Hours),Surya Janakiraman,Monday 7:00pm - 9:45pm JSOM 12.210,26f
26FOpen,ACCT 6332.5w1,Intermediate Financial Accounting II  (3 Semester Credit Hours),Kathy Zolton,Monday & Wednesday 5:30pm - 6:45pm No Meeting Room,26f
26FOpen,ACCT 6333.501,Advanced Financial Reporting  (3 Semester Credit Hours),Kathy Zolton,Monday 7:00pm - 9:45pm JSOM 11.210,26f
26FOpen,ACCT 6334.501,Auditing  (3 Semester Credit Hours),Matthew Paske,Monday 7:00pm - 9:45pm JSOM 11.202,26f
26FOpen,ACCT 6335.0w1,Ethics for Professional Accountants  (3 Semester Credit Hours),Tiffany Bortz,No Meeting Room,26f
26FOpen,ACCT 6336.501,Information Technology Audit and Risk Management  (3 Semester Credit Hours),Joseph Mauriello,Thursday 7:00pm - 9:45pm JSOM 2.801,26f
26FOpen,ACCT 6340.001,Systems Analysis and Project Management  (3 Semester Credit Hours),K. Srikanth,Monday 1:00pm - 3:45pm JSOM 2.717,26f
26FOpen,ACCT 6340.0w1,Systems Analysis and Project Management  (3 Semester Credit Hours),Srinivasan Raghunathan,No Meeting Room,26f
26FOpen,ACCT 6341.0w1,Planning  Control and Performance Evaluation  (3 Semester Credit Hours),Mary Beth Goodrich,No Meeting Room,26f
26FOpen,ACCT 6344.0w1,Financial Statement Analysis  (3 Semester Credit Hours),Umit Gurun,No Meeting Room,26f
26FOpen,ACCT 6345.501,Business Valuation  (3 Semester Credit Hours),Gregory Ballew,Thursday 7:00pm - 9:45pm JSOM 2.803,26f
26FOpen,ACCT 6350.501,Fundamentals of Taxation I  (3 Semester Credit Hours),Julia Lagun,Tuesday 7:00pm - 9:45pm JSOM 2.801,26f
26FOpen,ACCT 6353.501,Fundamentals of Taxation II  (3 Semester Credit Hours),David Nachman,Wednesday 7:00pm - 9:45pm JSOM 11.206,26f
26FOpen,ACCT 6354.501,Taxation and Planning of Pass-through Entities  (3 Semester Credit Hours),-Staff-,Monday 7:00pm - 9:45pm JSOM 2.801,26f
26FOpen,ACCT 6374.001,Advanced Data Analytics and AI for Accountants and Auditors  (3 Semester Credit Hours),Matthew Paske,Thursday 4:00pm - 6:45pm JSOM 1.110,26f
26FOpen,ACCT 6380.501,Internal Audit  (3 Semester Credit Hours),Joseph Mauriello,Wednesday 7:00pm - 9:45pm JSOM 2.901,26f
26FOpen,ACCT 6383.501,Fraud Examination  (3 Semester Credit Hours),Dana Bracy,Tuesday 7:00pm - 9:45pm JSOM 2.903,26f
26FOpen,ACCT 6386.001,Governance  Risk Management and Compliance  (3 Semester Credit Hours),Joseph Mauriello,Tuesday 4:00pm - 6:45pm JSOM 12.214,26f
26FOpen,ACCT 6392.501,Advanced Auditing  (3 Semester Credit Hours),Joseph Mauriello,Tuesday 7:00pm - 9:45pm JSOM 12.214,26f
26FOpen,ACCT 7323.001,Foundations of Accounting Research  (3 Semester Credit Hours),"Suresh Radhakrishnan,William Cready",Monday 1:00pm - 3:45pm JSOM 2.103,26f
24SFull,ACN 5314.001,Computational Modeling Methods in Behavioral and Brain Sciences  (3 Semester Credit Hours),Richard Golden,Tuesday & Thursday 4:00pm - 5:15pm CR 1.212,24s
24SOpen,ACN 6110.101,Fundamentals of Functional Brain Imaging Lab  (1 Semester Credit Hour),Bart Rypma,Laboratory - No Lab Fee Tuesday & Thursday 4:00pm - 5:15pm JO 3.209,24s
24SOpen,ACN 6160.0w1,Neurobiology  (1 Semester Credit Hour),Robert Stillman,Independent Study No Meeting Room,24s
24SOpen,ACN 6310.001,Fundamentals of Functional Brain Imaging  (3 Semester Credit Hours),Bart Rypma,Tuesday & Thursday 2:30pm - 3:45pm HH 2.706,24s
24SOpen,ACN 6313.001,Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Danielle Fearon,Monday & Wednesday 10:00am - 11:15am JO 3.209,24s
24SOpen,ACN 6313.002,Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Robert Ackerman,Tuesday & Thursday 10:00am - 11:15am JO 3.209,24s
24SOpen,ACN 6313.501,Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Herve Abdi,Monday & Wednesday 5:30pm - 6:45pm JO 3.209,24s
24SOpen,ACN 6323.001,Neurophysiology  (3 Semester Credit Hours),Crystal Engineer,Monday & Wednesday 2:30pm - 3:45pm CR 1.212,24s
24SOpen,ACN 6330.001,Cognitive Science  (3 Semester Credit Hours),Kendra Seaman,Tuesday 1:00pm - 3:45pm CR 1.212,24s
24SOpen,ACN 6331.001,Cognitive Development  (3 Semester Credit Hours),Candice Mills,Thursday 1:00pm - 3:45pm GR 4.208,24s
24SOpen,ACN 6332.001,Perception  (3 Semester Credit Hours),Rachna Raman,Tuesday 10:00am - 12:45pm CR 1.212,24s
24SOpen,ACN 6338.001,Functional Neuroanatomy  (3 Semester Credit Hours),Kristen Kennedy,Tuesday & Thursday 1:00pm - 2:15pm CRA 12.120,24s
24SOpen,ACN 6340.001,Cellular Neuroscience  (3 Semester Credit Hours),Sven Kroener,Tuesday & Thursday 8:30am - 9:45am GR 4.208,24s
24SOpen,ACN 6342.0w1,Applied Human-Computer Interaction  (3 Semester Credit Hours),Erika Orrick,No Meeting Room,24s
24SOpen,ACN 6346.001,Systems Neuroscience  (3 Semester Credit Hours),Millie Rincon-Cortes,Monday & Wednesday 8:30am - 9:45am CRA 12.110,24s
24SOpen,ACN 6374.0h1,Intraoperative Neurophysiological Monitoring  (3 Semester Credit Hours),Faisal Jahangiri,(Hybrid) Tuesday 10:00am - 11:30am CB 1.202,24s
24SOpen,ACN 6375.0h1,IONM Special Topics  - Mapping of the Brain (3 Semester Credit Hours),Faisal Jahangiri,(Hybrid) Thursday 10:00am - 11:30am CR 1.212,24s
24SOpen,ACN 6v72.013,Research Internship  (1-6 Credits),Richard Golden,Internship,24s
24SOpen,ACN 6v81.0h1,Special Topics in Applied Cognition and Neuroscience  - Sleep & Sleep Disorders (3 Semester Credit Hours),Mohsin Maqbool,(Hybrid) Tuesday 4:00pm - 5:15pm CRA 12.125,24s
24SOpen,ACN 6v81.501,Special Topics in Applied Cognition and Neuroscience  - Ionm Practicum I (3 Semester Credit Hours),Kathryn Overzet,Wednesday 5:30pm - 8:15pm GR 4.708,24s
24SOpen,ACN 6v81.502,Special Topics in Applied Cognition and Neuroscience  - Usability Engineering (3 Semester Credit Hours),Leonardo Estevez,Wednesday 7:00pm - 9:45pm CR 1.212,24s
24SOpen,ACN 7343.001,Neuropharmacology  (3 Semester Credit Hours),Lucien Thompson,Tuesday & Thursday 10:00am - 11:15am CRA 12.120,24s
24SOpen,ACN 7372.001,Seminar in Neuroscience  - Neuroimmunology (3 Semester Credit Hours),Michael Burton,Seminar Tuesday & Thursday 11:30am - 12:45pm CRA 12.120,24s
24SOpen,ACN 7372.002,"Seminar in Neuroscience  - Genes, Brain and Behavior (3 Semester Credit Hours)",Lena Nguyen,Seminar Monday & Wednesday 4:00pm - 5:15pm HH 2.706,24s
24UOpen,ACN 6160.0w1,Neurobiology  (1 Semester Credit Hour),Robert Stillman,Independent Study No Meeting Room,24u
24UOpen,ACN 6395.0w1,Cognitive Psychology  (3 Semester Credit Hours),Kimberley Hooge,No Meeting Room,24u
24UOpen,ACN 6v71.013,Industry Internship  (1-6 Credits),Richard Golden,Internship,24u
24UOpen,ACN 6v72.013,Research Internship  (1-6 Credits),Richard Golden,Internship,24u
24UOpen,ACN 6v81.0u1,Special Topics in Applied Cognition and Neuroscience  - Forensic Neuroscience (3 Semester Credit Hours),Steven McWilliams,Monday 1:00pm - 5:00pm CRA 12.120,24u
24UOpen,ACN 7372.0u1,Seminar in Neuroscience  - Oxidative Stress & Neurodegen (3 Semester Credit Hours),Rukhsana Sultana,Seminar Tuesday 1:00pm - 5:00pm GR 2.530,24u
24UOpen,ACN 7372.0w1,Seminar in Neuroscience  - Evoked Potentials (3 Semester Credit Hours),Faisal Jahangiri,Seminar Thursday 8:30am - 12:15pm No Meeting Room,24u
24FOpen,ACN 5312.001,Introductory Research Methods in Behavioral and Brain Sciences - Part I  (3 Semester Credit Hours),Danielle Fearon,Monday & Wednesday 10:00am - 11:15am JO 3.209,24f
24FFull,ACN 5312.002,Introductory Research Methods in Behavioral and Brain Sciences - Part I  (3 Semester Credit Hours),Danielle Fearon,Monday & Wednesday 11:30am - 12:45pm JO 3.209,24f
24FFull,ACN 6312.002,Intermediate Research Methods in Behavioral and Brain Sciences - Part I  (3 Semester Credit Hours),Robert Ackerman,Tuesday & Thursday 10:00am - 11:15am JO 3.209,24f
24FOpen,ACN 6323.001,Neurophysiology  (3 Semester Credit Hours),Robert Rennaker,Tuesday & Thursday 8:30am - 9:45am CB 1.202,24f
24FOpen,ACN 6330.001,Cognitive Science  (3 Semester Credit Hours),Jiahui Guo,Thursday 1:00pm - 3:45pm HH 2.706,24f
24FOpen,ACN 6338.001,Functional Neuroanatomy  (3 Semester Credit Hours),Rukhsana Sultana,Tuesday & Thursday 2:30pm - 3:45pm CR 1.212,24f
24FOpen,ACN 6340.001,Cellular Neuroscience  (3 Semester Credit Hours),Zirong Gu,Monday & Wednesday 1:00pm - 2:15pm FO 2.208,24f
24FOpen,ACN 6340.002,Cellular Neuroscience  (3 Semester Credit Hours),Sven Kroener,Tuesday & Thursday 8:30am - 9:45am HH 2.706,24f
24FOpen,ACN 6341.0h1,Foundations of Human-Computer Interaction  (3 Semester Credit Hours),Erika Orrick,(Hybrid) Monday 10:00am - 11:15am HH 2.706,24f
24FOpen,ACN 6345.001,Neurobiology of Learning and Memory  (3 Semester Credit Hours),Christa Rodriguez,Monday & Wednesday 10:00am - 11:15am CB 1.219,24f
24FOpen,ACN 6346.001,Systems Neuroscience  (3 Semester Credit Hours),Diana Tavares Ferreira,Tuesday & Thursday 10:00am - 11:15am FN 2.202,24f
24FOpen,ACN 6348.501,Neural Net Mathematics  (3 Semester Credit Hours),Richard Golden,Tuesday & Thursday 5:30pm - 6:45pm CRA 12.120,24f
24FOpen,ACN 6372.001,The Neuroscience of Pain  (3 Semester Credit Hours),Katelyn Sadler,Monday & Wednesday 2:30pm - 3:45pm CB 1.222,24f
24FOpen,ACN 6373.0w1,Intraoperative Neurophysiological Monitoring  (3 Semester Credit Hours),Kathryn Overzet,No Meeting Room,24f
24FOpen,ACN 6375.0h1,IONM Special Topics  - Mapping of the Spinal Cord (3 Semester Credit Hours),Faisal Jahangiri,(Hybrid) 2024-09-05 Thursday 10:00am - 12:45pm CRA 12.125 2024-09-19 Thursday 10:00am - 12:45pm CRA 12.125 2024-09-26 Thursday 10:00am - 12:45pm CRA 12.125 2024-10-17 Thursday 10:00am - 12:45pm CRA 12.125 2024-10-24 Thursday 10:00am - 12:45pm CRA 12.125 2024-10-31 Thursday 10:00am - 12:45pm CRA 12.125 2024-11-07 Thursday 10:00am - 12:45pm CRA 12.125 2024-11-14 Thursday 10:00am - 12:45pm CRA 12.125 2024-11-28 Thursday 10:00am - 12:45pm CRA 12.125,24f
24FOpen,ACN 6388.001,MATLAB for Brain Sciences  (3 Semester Credit Hours),Michael Kilgard,Seminar Monday & Wednesday 8:30am - 9:45am JO 3.209,24f
24FOpen,ACN 6395.001,Cognitive Psychology  (3 Semester Credit Hours),Gagandeep Wig,Tuesday & Thursday 11:30am - 12:45pm GR 3.606,24f
24FOpen,ACN 6v81.0h1,Special Topics in Applied Cognition and Neuroscience  - Pediatric Neurology (3 Semester Credit Hours),Mohsin Maqbool,(Hybrid) Monday 4:00pm - 5:15pm CRA 12.125,24f
24FFull,ACN 7310.001,Advanced Research Methods  - Multivariate Data Analysis (3 Semester Credit Hours),Herve Abdi,Monday 4:00pm - 6:45pm JO 3.209,24f
24FOpen,ACN 7351.001,Aging and the Nervous System  (3 Semester Credit Hours),Steven Small,Tuesday 1:00pm - 3:45pm HH 2.706,24f
24FFull,ACN 7364.001,Cognitive Neuroscience of Human Memory  (3 Semester Credit Hours),Michael Rugg,Tuesday 4:00pm - 6:45pm CRA 12.125,24f
24FOpen,ACN 7372.002,"Seminar in Neuroscience  - Music, Language, and the Brain (3 Semester Credit Hours)",Yune Lee,Seminar Monday 4:00pm - 6:45pm CRA 12.120,24f
25SFull,ACN 5313.001,Introductory Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Danielle Fearon,Monday & Wednesday 10:00am - 11:15am JO 3.209,25s
25SOpen,ACN 6160.0w1,Neurobiology  (1 Semester Credit Hour),Robert Stillman,Independent Study No Meeting Room,25s
25SOpen,ACN 6313.002,Intermediate Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Robert Ackerman,Tuesday & Thursday 10:00am - 11:15am JO 3.209,25s
25SOpen,ACN 6313.501,Intermediate Research Methods in Behavioral and Brain Sciences - Part II  (3 Semester Credit Hours),Herve Abdi,Monday & Wednesday 5:30pm - 6:45pm JO 3.209,25s
25SOpen,ACN 6323.001,Neurophysiology  (3 Semester Credit Hours),Crystal Engineer,Monday & Wednesday 2:30pm - 3:45pm CR 1.212,25s
25SOpen,ACN 6330.001,Cognitive Science  (3 Semester Credit Hours),Kendra Seaman,Tuesday 1:00pm - 3:45pm CR 1.212,25s
25SFull,ACN 6331.001,Cognitive Development  (3 Semester Credit Hours),Candice Mills,Thursday 1:00pm - 3:45pm GR 4.208,25s
25SOpen,ACN 6332.001,Perception  (3 Semester Credit Hours),Rachna Raman,Friday 10:00am - 12:45pm CR 1.212,25s
25SOpen,ACN 6338.001,Functional Neuroanatomy  (3 Semester Credit Hours),Kristen Kennedy,Tuesday & Thursday 1:00pm - 2:15pm CRA 12.120,25s
25SOpen,ACN 6338.002,Functional Neuroanatomy  (3 Semester Credit Hours),Rukhsana Sultana,Monday & Wednesday 8:30am - 9:45am CRA 12.120,25s
25SOpen,ACN 6340.001,Cellular Neuroscience  (3 Semester Credit Hours),Zirong Gu,Tuesday & Thursday 8:30am - 9:45am GR 4.208,25s
25SOpen,ACN 6342.001,Applied Human-Computer Interaction  (3 Semester Credit Hours),Erika Orrick,Monday 11:30am - 2:15pm HH 2.706,25s
25SOpen,ACN 6346.001,Systems Neuroscience  (3 Semester Credit Hours),Catherine Thorn,Monday & Wednesday 8:30am - 9:45am CRA 12.110,25s
25SOpen,ACN 6349.501,Statistical Machine Learning  (3 Semester Credit Hours),Richard Golden,Tuesday & Thursday 5:30pm - 6:45pm CR 1.212,25s
25SOpen,ACN 6353.001,R Programming for Cognitive Neuroscientists  (3 Semester Credit Hours),Herve Abdi,Monday & Wednesday 4:00pm - 5:15pm JO 3.209,25s
25SOpen,ACN 6354.501,Quantitative Usability Engineering  Mixed Reality  (3 Semester Credit Hours),Leonardo Estevez,Monday 7:00pm - 9:45pm CRA 12.120,25s
25SOpen,ACN 6370.001,Neuroimmunology  (3 Semester Credit Hours),Michael Burton,Tuesday & Thursday 11:30am - 12:45pm CRA 12.120,25s
25SOpen,ACN 6374.0h1,Intraoperative Neurophysiological Monitoring  (3 Semester Credit Hours),Faisal Jahangiri,(Hybrid) Tuesday 10:00am - 11:15am GR 4.208,25s
25SOpen,ACN 6375.0h1,IONM Special Topics  - Mapping of the Brain (3 Semester Credit Hours),Faisal Jahangiri,(Hybrid) Thursday 10:00am - 12:45pm CR 1.212,25s
25SOpen,ACN 6390.001,Forensic Neuroscience  (3 Semester Credit Hours),Steven McWilliams,Tuesday & Thursday 4:00pm - 5:15pm HH 2.706,25s
25SOpen,ACN 6v72.013,Research Internship  (1-6 Credits),Richard Golden,Internship,25s
25SOpen,ACN 6v81.0w1,Special Topics in Applied Cognition and Neuroscience  - Sleep & Sleep Disorders (3 Semester Credit Hours),Mohsin Maqbool,No Meeting Room,25s
25SOpen,ACN 7324.001,Seminar in Cochlear Implants and Technology for Persons Who are Deaf or Hard of Hearing  (3 Semester Credit Hours),Andrea Warner-Czyz,Seminar Wednesday 1:00pm - 3:45pm CD1 B.108,25s
25SOpen,ACN 7343.001,Neuropharmacology  (3 Semester Credit Hours),Andrew Eagle,Tuesday & Thursday 10:00am - 11:15am CRA 12.120,25s
25SOpen,ACN 7372.001,Seminar in Neuroscience  - Neurobiology of Psychia. Disor (3 Semester Credit Hours),Sven Kroener,Seminar Monday & Wednesday 2:30pm - 3:45pm HH 2.706,25s
25SOpen,ACN 7372.002,Seminar in Neuroscience  - Oxidative Stress & Neurodegen (3 Semester Credit Hours),Rukhsana Sultana,Seminar Thursday 1:00pm - 3:45pm CR 1.212,25s
25SOpen,ACN 7383.001,Neuropathology and Behavior  (3 Semester Credit Hours),Karen Rodrigue,Tuesday 1:00pm - 3:45pm CRA 12.125,25s
25UOpen,ACN 6160.0w1,Neurobiology  (1 Semester Credit Hour),Robert Stillman,Independent Study No Meeting Room,25u
25UOpen,ACN 6340.0u1,Cellular Neuroscience  (3 Semester Credit Hours),Steven McWilliams,Tuesday 1:00pm - 4:45pm GR 4.204,25u
